-12.1095756607, 10.4574460227, 0.0000000000
-12.1095756607, 10.4574460227, 0.0000000000
-12.2002239478, 10.3515474990, 0.0000000000
-12.2002239478, 10.3515474990, 0.0000000000
-12.4586662609, 10.0390056779, 0.0000000000
-12.4586662609, 10.0390056779, 0.0000000000
-12.7015232723, 9.7299181169, 0.0000000000
-12.7015232723, 9.7299181169, 0.0000000000
-13.0007385409, 9.3263496285, 0.0000000000
-13.0007385409, 9.3263496285, 0.0000000000
-13.4591394549, 8.6516799023, 0.0000000000
-13.4591394549, 8.6516799023, 0.0000000000
-14.0828775826, 7.5942451233, 0.0000000000
-14.0828775826, 7.5942451233, 0.0000000000
-14.2665532590, 7.2433043639, 0.0000000000
-14.2665532590, 7.2433043639, 0.0000000000
-14.3877658691, 6.9994423560, 0.0000000000
-14.3877658691, 6.9994423560, 0.0000000000
-14.5695312534, 6.6127724183, 0.0000000000
-14.5695312534, 6.6127724183, 0.0000000000
-14.6150798742, 6.5114852585, 0.0000000000
-14.6150798742, 6.5114852585, 0.0000000000
-14.6320370797, 6.4732905773, 0.0000000000
-14.6320370797, 6.4732905773, 0.0000000000
-14.7516383112, 6.1958992193, 0.0000000000
-14.7516383112, 6.1958992193, 0.0000000000
-14.7588080949, 6.1788011472, 0.0000000000
-14.7588080949, 6.1788011472, 0.0000000000
-14.6615292444, 6.4062126264, 0.0000000000
-14.6615292444, 6.4062126264, 0.0000000000
-14.6568077257, 6.4170076588, 0.0000000000
-14.6568077257, 6.4170076588, 0.0000000000
-14.6526325009, 6.4265356760, 0.0000000000
-14.6526325009, 6.4265356760, 0.0000000000
-14.6406401693, 6.4538093737, 0.0000000000
-14.6406401693, 6.4538093737, 0.0000000000
-14.5236767497, 6.7128841544, 0.0000000000
-14.5236767497, 6.7128841544, 0.0000000000
-14.5119488770, 6.7382000409, 0.0000000000
-14.5119488770, 6.7382000409, 0.0000000000
-14.2627460251, 7.2507982886, 0.0000000000
-14.2627460251, 7.2507982886, 0.0000000000
-13.8821969431, 7.9551623511, 0.0000000000
-13.8821969431, 7.9551623511, 0.0000000000
-13.2541261743, 8.9625966860, 0.0000000000
-13.2541261743, 8.9625966860, 0.0000000000
-12.6108732104, 9.8471253100, 0.0000000000
-12.6108732104, 9.8471253100, 0.0000000000
-11.8804798091, 10.7170051556, 0.0000000000
-11.8804798091, 10.7170051556, 0.0000000000
-11.1539977205, 11.4711958771, 0.0000000000
-11.1539977205, 11.4711958771, 0.0000000000
-10.3296283273, 12.2187879358, 0.0000000000
-10.3296283273, 12.2187879358, 0.0000000000
-9.3012671983, 13.0186953458, 0.0000000000
-9.3012671983, 13.0186953458, 0.0000000000
-7.7780835600, 13.9821820949, 0.0000000000
-7.7780835600, 13.9821820949, 0.0000000000
-6.0678559479, 14.8047669416, 0.0000000000
-6.0678559479, 14.8047669416, 0.0000000000
-4.2375177958, 15.4286565498, 0.0000000000
-4.2375177958, 15.4286565498, 0.0000000000
-3.0898786439, 15.6988104634, 0.0000000000
-3.0898786439, 15.6988104634, 0.0000000000
-1.8586621674, 15.8916762787, 0.0000000000
-1.8586621674, 15.8916762787, 0.0000000000
-0.9263008733, 15.9731639537, 0.0000000000
-0.9263008733, 15.9731639537, 0.0000000000
-0.0600202879, 15.9998874235, 0.0000000000
-0.0600202879, 15.9998874235, 0.0000000000
0.5494621316, 15.9905625719, 0.0000000000
0.5494621316, 15.9905625719, 0.0000000000
1.7181609823, 15.9074800908, 0.0000000000
1.7181609823, 15.9074800908, 0.0000000000
3.4546106635, 15.6226011011, 0.0000000000
3.4546106635, 15.6226011011, 0.0000000000
5.0977917712, 15.1661636236, 0.0000000000
5.0977917712, 15.1661636236, 0.0000000000
6.9980946663, 14.3884214229, 0.0000000000
6.9980946663, 14.3884214229, 0.0000000000
8.2083939628, 13.7339822539, 0.0000000000
8.2083939628, 13.7339822539, 0.0000000000
9.5137112388, 12.8642643966, 0.0000000000
9.5137112388, 12.8642643966, 0.0000000000
10.5310372679, 12.0456321570, 0.0000000000
10.5310372679, 12.0456321570, 0.0000000000
11.3148925329, 11.3125243411, 0.0000000000
11.3148925329, 11.3125243411, 0.0000000000
11.9228568732, 10.6698399230, 0.0000000000
11.9228568732, 10.6698399230, 0.0000000000
12.5519763328, 9.9220910165, 0.0000000000
12.5519763328, 9.9220910165, 0.0000000000
13.2652208175, 8.9461677082, 0.0000000000
13.2652208175, 8.9461677082, 0.0000000000
13.9417655360, 7.8502976847, 0.0000000000
13.9417655360, 7.8502976847, 0.0000000000
14.8043861684, 6.0687849013, 0.0000000000
14.8043861684, 6.0687849013, 0.0000000000
15.6228900867, 3.4533035397, 0.0000000000
15.6228900867, 3.4533035397, 0.0000000000
15.9540780867, 1.2113597332, 0.0000000000
15.9540780867, 1.2113597332, 0.0000000000
15.9112439598, -1.6829484991, 0.0000000000
15.9112439598, -1.6829484991, 0.0000000000
15.4533396065, -4.1466004155, 0.0000000000
15.4533396065, -4.1466004155, 0.0000000000
